Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results
Toys,SKU2475,490,In Stock,806,17517,Adult,145,19,32,11,FedEx,30.28,Global Supplies Inc.,Germany,4433,59,3399,Recheck
Electronics,SKU2476,187,In Stock,837,6611,Adult,288,17,89,6,UPS,41.86,Global Supplies Inc.,Germany,8704,45,5563,Fail
Sports,SKU2477,450,Out of Stock,972,17205,Adult,69,4,74,2,USPS,42.44,Global Supplies Inc.,Egypt,4739,53,8188,Pass
Electronics,SKU2478,472,In Stock,567,48598,Adult,355,12,47,2,Aramex,82.82,Global Supplies Inc.,Germany,723,15,8985,Pass
Clothing,SKU2479,130,In Stock,223,13669,Adult,167,21,60,5,FedEx,52.28,SupplyHub,Egypt,3318,19,2265,Recheck
Clothing,SKU2480,410,In Stock,974,1002,Senior,300,17,19,11,DHL,86.9,SupplyHub,China,9686,35,8486,Fail
Home,SKU2481,407,Limited,577,10896,Teen,407,19,35,9,FedEx,13.25,FastTrack Ltd.,Germany,2634,39,1364,Pass
Electronics,SKU2482,113,In Stock,926,42025,Senior,482,26,83,2,Aramex,18.63,Global Supplies Inc.,Egypt,8228,58,2996,Pass
Sports,SKU2483,29,Out of Stock,665,44266,Teen,53,3,38,12,FedEx,16.63,MegaCorp,Egypt,601,45,2528,Pass
Home,SKU2484,217,In Stock,874,39370,Teen,243,22,77,12,DHL,44.78,FastTrack Ltd.,USA,2452,59,4059,Pass
Electronics,SKU2485,161,Out of Stock,449,29947,Teen,427,29,37,8,FedEx,27.2,FastTrack Ltd.,Germany,9354,8,3993,Recheck
Clothing,SKU2486,65,Out of Stock,223,37868,Senior,191,13,24,4,UPS,90.6,FastTrack Ltd.,China,9857,29,9934,Recheck
Toys,SKU2487,43,In Stock,464,33093,Adult,389,7,9,11,Aramex,71.75,MegaCorp,India,7879,34,380,Recheck
Electronics,SKU2488,337,In Stock,229,32121,Adult,194,25,28,5,DHL,98.7,MegaCorp,USA,4808,35,2624,Recheck
Clothing,SKU2489,175,In Stock,772,13205,Adult,15,25,62,9,UPS,40.19,SupplyHub,India,7345,22,2566,Pass
Electronics,SKU2490,305,Limited,515,20738,Teen,319,9,88,5,UPS,44.52,Global Supplies Inc.,Egypt,4461,9,9706,Pass
Home,SKU2491,95,In Stock,543,45186,Teen,222,20,86,5,UPS,45.41,SupplyHub,India,7618,17,9519,Fail
Electronics,SKU2492,210,In Stock,585,22135,Senior,213,1,12,7,UPS,12.64,FastTrack Ltd.,China,7982,44,3483,Recheck
Toys,SKU2493,440,In Stock,871,20899,Senior,261,9,25,5,DHL,98.77,MegaCorp,India,9321,21,7207,Pass
Electronics,SKU2494,390,In Stock,207,1969,Adult,80,27,65,10,USPS,25.82,SupplyHub,China,8295,26,9080,Fail
Electronics,SKU2495,145,In Stock,770,42675,Senior,446,19,26,2,Aramex,83.53,SupplyHub,Germany,6488,44,4140,Pass
Toys,SKU2496,178,In Stock,782,9513,Adult,334,28,71,11,USPS,48.71,Prime Distributors,China,6034,4,3170,Fail
Clothing,SKU2497,278,In Stock,497,32306,Senior,23,24,35,3,USPS,38.87,SupplyHub,India,8567,19,7758,Recheck
Electronics,SKU2498,352,Out of Stock,942,30139,Teen,289,13,94,3,UPS,46.55,FastTrack Ltd.,USA,4119,21,263,Fail
Sports,SKU2499,85,In Stock,606,31200,Adult,162,19,14,9,UPS,89.98,SupplyHub,USA,4721,45,8895,Fail
Electronics,SKU2500,90,Out of Stock,27,18954,Senior,317,4,38,9,FedEx,84.77,MegaCorp,USA,3838,51,5796,Recheck
Electronics,SKU2501,289,In Stock,104,25374,Adult,121,26,65,13,USPS,10.2,Global Supplies Inc.,USA,3537,19,2062,Recheck
Electronics,SKU2502,407,In Stock,124,47563,Teen,499,7,1,12,UPS,66.62,SupplyHub,India,1241,28,1823,Recheck
Electronics,SKU2503,54,In Stock,179,17434,Teen,444,28,23,10,DHL,26.39,Global Supplies Inc.,China,9347,52,9379,Fail
Sports,SKU2504,367,In Stock,34,42339,Adult,489,27,84,5,USPS,99.53,FastTrack Ltd.,China,9935,5,6200,Fail
Sports,SKU2505,242,Out of Stock,840,8017,Teen,191,4,37,5,FedEx,97.35,SupplyHub,Egypt,4757,54,1580,Recheck
Electronics,SKU2506,373,In Stock,561,34843,Teen,355,4,92,1,UPS,76.08,MegaCorp,India,5336,26,9250,Fail
Clothing,SKU2507,72,In Stock,726,44688,Senior,448,7,35,6,Aramex,27.33,FastTrack Ltd.,Germany,8344,8,4751,Fail
Clothing,SKU2508,57,In Stock,675,4997,Senior,62,19,4,5,FedEx,56.72,Global Supplies Inc.,China,319,54,333,Fail
Home,SKU2509,164,In Stock,697,48621,Teen,273,17,12,6,Aramex,85.62,Global Supplies Inc.,USA,738,23,3915,Pass
Sports,SKU2510,46,In Stock,379,27435,Senior,26,27,97,5,USPS,32.28,MegaCorp,USA,2095,16,4595,Pass
Clothing,SKU2511,170,Out of Stock,404,8694,Senior,52,23,49,3,DHL,95.88,MegaCorp,China,1834,16,6250,Recheck
Home,SKU2512,64,In Stock,436,17984,Teen,68,8,84,8,USPS,98.73,Global Supplies Inc.,India,6570,21,5325,Recheck
Electronics,SKU2513,116,In Stock,993,31643,Teen,126,19,14,2,DHL,96.51,SupplyHub,USA,6146,35,135,Pass
Clothing,SKU2514,410,Out of Stock,104,23107,Adult,57,15,17,11,DHL,27.6,SupplyHub,Egypt,2869,1,4636,Recheck
Electronics,SKU2515,12,Limited,707,20038,Senior,468,11,39,13,UPS,67.03,SupplyHub,China,1954,26,8164,Fail
Electronics,SKU2516,130,Limited,648,11999,Adult,475,6,54,11,UPS,10.46,Global Supplies Inc.,USA,1023,45,3327,Recheck
Sports,SKU2517,216,Out of Stock,224,30375,Adult,372,10,14,6,FedEx,70.77,Global Supplies Inc.,USA,302,7,4867,Pass
Toys,SKU2518,126,In Stock,571,42266,Adult,160,20,11,2,UPS,18.01,Prime Distributors,China,338,8,8497,Fail
Clothing,SKU2519,86,In Stock,182,44143,Adult,180,7,37,1,FedEx,25.46,Global Supplies Inc.,Germany,696,17,7915,Pass
Toys,SKU2520,6,Limited,832,6073,Teen,456,29,11,4,DHL,97.4,Prime Distributors,Germany,8107,27,1582,Pass
Toys,SKU2521,157,Out of Stock,344,36888,Teen,464,8,27,12,UPS,44.15,MegaCorp,India,7147,38,2382,Recheck
Sports,SKU2522,304,In Stock,494,850,Teen,479,27,39,10,USPS,46.74,MegaCorp,Germany,7275,17,8370,Recheck
Clothing,SKU2523,134,In Stock,752,17495,Adult,105,21,99,12,Aramex,90.33,Global Supplies Inc.,Germany,4474,14,409,Fail
Electronics,SKU2524,16,Limited,678,42348,Adult,66,12,43,13,Aramex,41.96,Prime Distributors,USA,9335,58,9958,Recheck
Electronics,SKU2525,323,In Stock,461,41428,Teen,390,1,75,1,USPS,73.99,Prime Distributors,USA,5586,8,1445,Recheck
Toys,SKU2526,399,Limited,6,1154,Senior,20,10,73,13,USPS,54.18,SupplyHub,China,7975,28,5064,Pass
Toys,SKU2527,350,In Stock,523,46102,Adult,270,17,62,13,Aramex,55.42,Prime Distributors,India,3261,10,7855,Recheck
Toys,SKU2528,219,Limited,847,22750,Teen,212,19,60,11,UPS,55.74,SupplyHub,Germany,4563,53,6365,Pass
Sports,SKU2529,119,Out of Stock,318,47454,Adult,375,2,94,5,DHL,73.36,MegaCorp,Germany,8135,49,9718,Recheck
Electronics,SKU2530,123,Out of Stock,385,17330,Teen,363,26,87,5,DHL,74.76,FastTrack Ltd.,Germany,4827,9,1520,Fail
Toys,SKU2531,365,In Stock,219,45831,Adult,221,11,52,4,UPS,60.09,Prime Distributors,India,455,50,1050,Fail
Sports,SKU2532,14,In Stock,596,32897,Adult,460,23,96,9,FedEx,7.22,SupplyHub,Germany,3616,16,6351,Pass
Toys,SKU2533,307,In Stock,411,4436,Teen,258,24,29,10,UPS,57.07,MegaCorp,USA,7436,5,5785,Fail
Clothing,SKU2534,60,In Stock,279,48923,Teen,86,5,39,1,UPS,11.87,FastTrack Ltd.,China,5296,27,5840,Recheck
Home,SKU2535,71,In Stock,784,40022,Teen,7,18,81,4,DHL,31.01,MegaCorp,USA,2885,19,9754,Pass
Home,SKU2536,150,Out of Stock,159,22405,Senior,216,18,29,1,FedEx,39.65,SupplyHub,India,6819,50,3507,Recheck
Home,SKU2537,227,In Stock,483,46393,Senior,309,14,72,12,USPS,76.68,Prime Distributors,China,5394,22,3587,Pass
Clothing,SKU2538,471,In Stock,522,46938,Adult,70,14,7,8,USPS,47.02,SupplyHub,Egypt,1000,30,7833,Pass
Sports,SKU2539,423,In Stock,757,13650,Senior,379,3,11,4,DHL,37.15,Prime Distributors,Egypt,1352,14,9677,Recheck
Home,SKU2540,123,Limited,810,47682,Senior,139,23,96,10,UPS,80.79,Prime Distributors,China,4609,33,1536,Recheck
Toys,SKU2541,8,In Stock,953,49666,Adult,422,11,58,2,Aramex,22.45,Prime Distributors,China,4698,37,4947,Fail
Sports,SKU2542,252,Out of Stock,988,44848,Senior,404,2,43,9,DHL,91.39,FastTrack Ltd.,India,6563,15,2816,Recheck
Electronics,SKU2543,131,Out of Stock,262,4877,Teen,439,5,49,11,UPS,56.58,FastTrack Ltd.,Germany,991,15,2448,Recheck
Toys,SKU2544,277,In Stock,331,20909,Senior,200,26,17,6,UPS,49.79,MegaCorp,India,5736,31,9697,Fail
Toys,SKU2545,278,In Stock,415,17974,Teen,117,18,29,2,FedEx,12.5,Global Supplies Inc.,Germany,7327,51,7371,Pass
Toys,SKU2546,106,In Stock,324,13858,Senior,157,1,44,10,DHL,45.54,Global Supplies Inc.,Egypt,7519,1,2451,Fail
Home,SKU2547,149,In Stock,414,903,Adult,79,19,33,12,FedEx,69.41,Global Supplies Inc.,India,7584,12,3564,Recheck
Home,SKU2548,277,In Stock,371,3300,Teen,4,26,96,6,FedEx,57.73,MegaCorp,India,3032,41,6776,Recheck
Clothing,SKU2549,472,In Stock,777,17910,Teen,464,24,10,4,Aramex,77.19,MegaCorp,Germany,4185,22,648,Recheck
Toys,SKU2550,383,In Stock,837,627,Senior,236,1,49,12,DHL,82.96,Global Supplies Inc.,Germany,3507,5,8397,Pass
Toys,SKU2551,124,In Stock,612,23138,Senior,473,14,31,11,USPS,75.14,Prime Distributors,USA,9557,19,3824,Recheck
Electronics,SKU2552,117,Out of Stock,10,26140,Senior,247,3,87,2,Aramex,45.75,Prime Distributors,Germany,7764,23,4978,Fail
Sports,SKU2553,273,In Stock,445,15447,Senior,81,11,67,7,Aramex,37.55,Prime Distributors,Germany,4526,9,911,Pass
Home,SKU2554,141,Out of Stock,648,7183,Teen,354,14,54,8,UPS,42.16,Global Supplies Inc.,India,2399,49,8574,Pass
Clothing,SKU2555,236,In Stock,4,24631,Senior,357,27,49,13,UPS,57.45,MegaCorp,China,7398,58,2801,Fail
Clothing,SKU2556,300,Limited,666,11586,Senior,330,13,8,5,FedEx,54.3,MegaCorp,Egypt,1572,10,9534,Pass
Clothing,SKU2557,219,In Stock,664,48885,Senior,58,5,87,9,USPS,32.25,MegaCorp,Egypt,1706,29,8035,Recheck
Clothing,SKU2558,218,Out of Stock,660,6850,Adult,366,22,34,7,UPS,44.79,Prime Distributors,India,9684,29,6191,Recheck
Electronics,SKU2559,343,In Stock,36,13736,Senior,430,16,92,11,UPS,11.24,MegaCorp,Egypt,2294,5,9307,Recheck
Clothing,SKU2560,320,In Stock,16,38763,Senior,272,14,58,7,UPS,96.36,Prime Distributors,Germany,7899,8,3513,Recheck
Electronics,SKU2561,235,In Stock,79,17445,Teen,277,2,43,8,Aramex,77.9,FastTrack Ltd.,Egypt,5859,24,926,Pass
Electronics,SKU2562,231,Out of Stock,501,48845,Senior,182,16,74,13,FedEx,42.3,Global Supplies Inc.,China,7365,7,8889,Fail
Toys,SKU2563,384,In Stock,371,46717,Teen,113,12,85,12,UPS,17.85,Prime Distributors,Egypt,820,18,1835,Pass
Sports,SKU2564,103,In Stock,400,11884,Senior,174,16,28,5,USPS,62.43,MegaCorp,China,153,36,4652,Fail
Toys,SKU2565,331,In Stock,447,33022,Senior,78,10,13,8,UPS,49.3,Prime Distributors,Egypt,7321,20,3373,Fail
Electronics,SKU2566,263,Out of Stock,79,29824,Adult,420,5,70,12,UPS,81.3,Global Supplies Inc.,Germany,610,43,2522,Pass
Toys,SKU2567,219,In Stock,483,7355,Adult,236,26,94,4,UPS,62.76,Prime Distributors,China,9746,56,1766,Pass
Toys,SKU2568,169,In Stock,621,16125,Adult,280,14,3,11,FedEx,95.0,Prime Distributors,Egypt,3907,41,994,Recheck
Home,SKU2569,257,Limited,357,28278,Teen,136,12,92,6,DHL,49.29,FastTrack Ltd.,China,2642,36,3306,Fail
Electronics,SKU2570,83,In Stock,318,28877,Adult,222,18,88,2,USPS,80.7,SupplyHub,Germany,2387,46,8873,Recheck
Clothing,SKU2571,166,In Stock,267,4485,Adult,427,11,22,13,USPS,75.16,Global Supplies Inc.,Germany,3677,2,2771,Recheck
Toys,SKU2572,368,In Stock,803,14461,Adult,219,12,60,6,DHL,5.13,Global Supplies Inc.,USA,8965,54,8196,Pass
Toys,SKU2573,270,In Stock,515,49715,Adult,320,17,20,5,FedEx,30.88,SupplyHub,USA,9265,21,4977,Pass
Home,SKU2574,30,In Stock,906,38918,Adult,490,5,73,5,FedEx,54.86,Prime Distributors,China,8829,27,2233,Fail
Clothing,SKU2575,298,In Stock,75,26783,Teen,319,7,41,1,FedEx,95.94,SupplyHub,China,9748,51,2864,Fail
Clothing,SKU2576,175,In Stock,341,659,Senior,156,9,78,12,DHL,82.79,FastTrack Ltd.,USA,8049,39,1599,Pass
Sports,SKU2577,64,In Stock,631,41528,Senior,443,3,11,2,Aramex,62.15,MegaCorp,China,5629,40,530,Pass
Sports,SKU2578,293,In Stock,826,13178,Senior,345,11,68,7,USPS,96.43,MegaCorp,China,7433,9,6318,Recheck
Home,SKU2579,477,Out of Stock,954,40586,Senior,305,29,9,8,USPS,70.27,MegaCorp,India,3915,11,8944,Recheck
Electronics,SKU2580,222,Out of Stock,153,29635,Adult,117,1,58,13,FedEx,32.75,MegaCorp,USA,4044,56,7276,Fail
Toys,SKU2581,233,In Stock,776,3807,Adult,307,6,73,3,FedEx,77.29,Global Supplies Inc.,Germany,9862,4,4598,Fail
Electronics,SKU2582,37,In Stock,919,10088,Teen,153,27,86,12,USPS,94.75,SupplyHub,USA,2944,36,7942,Pass
Electronics,SKU2583,334,Out of Stock,616,40739,Adult,314,5,73,2,DHL,45.42,FastTrack Ltd.,China,815,14,7682,Pass
Toys,SKU2584,261,In Stock,54,17197,Senior,351,4,5,1,UPS,28.31,SupplyHub,Germany,1930,11,8154,Pass
Sports,SKU2585,325,In Stock,915,23031,Adult,200,18,87,2,FedEx,69.39,Global Supplies Inc.,India,291,21,2359,Pass
Electronics,SKU2586,48,In Stock,977,30871,Teen,293,23,88,7,USPS,20.94,MegaCorp,China,8476,14,1684,Pass
Electronics,SKU2587,346,In Stock,786,49742,Teen,30,16,40,9,FedEx,61.78,Prime Distributors,Egypt,3976,56,3539,Fail
Electronics,SKU2588,455,In Stock,630,2672,Teen,67,19,32,1,USPS,55.88,Global Supplies Inc.,USA,8007,19,2477,Pass
Home,SKU2589,492,In Stock,113,11349,Teen,9,14,39,6,Aramex,29.94,MegaCorp,USA,2992,58,2221,Recheck
Clothing,SKU2590,289,In Stock,122,21684,Adult,400,10,96,9,DHL,60.87,MegaCorp,Egypt,757,11,3991,Recheck
Sports,SKU2591,326,In Stock,993,25503,Adult,343,26,15,7,USPS,56.71,Global Supplies Inc.,India,5672,25,665,Recheck
Sports,SKU2592,20,In Stock,465,8144,Teen,89,20,82,10,Aramex,77.14,Global Supplies Inc.,China,1032,28,1627,Fail
Sports,SKU2593,167,Out of Stock,602,49048,Teen,254,9,30,10,FedEx,76.63,FastTrack Ltd.,Egypt,3061,19,808,Fail
Home,SKU2594,370,In Stock,26,36830,Adult,301,18,83,2,UPS,70.32,Prime Distributors,Germany,1525,42,4466,Fail
Home,SKU2595,305,In Stock,140,907,Senior,251,19,44,5,DHL,92.28,Prime Distributors,USA,4825,51,5652,Pass
Toys,SKU2596,304,In Stock,308,14216,Teen,5,24,68,2,UPS,13.6,MegaCorp,China,5401,46,8798,Pass
Home,SKU2597,224,Limited,289,43269,Teen,8,10,96,6,USPS,15.84,Prime Distributors,USA,6408,31,5464,Recheck
Clothing,SKU2598,419,In Stock,771,21369,Adult,446,28,40,4,UPS,77.14,Global Supplies Inc.,USA,1214,32,6846,Pass
Toys,SKU2599,112,Limited,42,43891,Senior,481,19,13,2,UPS,71.56,Global Supplies Inc.,Egypt,8661,5,9359,Recheck
Sports,SKU2600,167,In Stock,100,19423,Senior,287,1,59,13,Aramex,78.6,Prime Distributors,India,9011,32,9194,Fail
Home,SKU2601,203,In Stock,589,19150,Teen,174,9,72,8,UPS,38.21,SupplyHub,Germany,8073,13,2386,Fail
Clothing,SKU2602,111,Limited,355,37412,Senior,325,6,29,1,USPS,15.59,MegaCorp,Germany,4471,41,593,Recheck
Clothing,SKU2603,90,Out of Stock,922,48226,Teen,172,14,22,9,DHL,98.05,Global Supplies Inc.,Egypt,9538,11,6633,Fail
Toys,SKU2604,317,In Stock,411,29504,Senior,133,15,7,8,DHL,64.7,FastTrack Ltd.,China,5361,8,6757,Pass
Electronics,SKU2605,462,In Stock,594,41833,Adult,478,3,87,12,DHL,8.47,MegaCorp,USA,5669,47,3934,Pass
Home,SKU2606,22,In Stock,415,3924,Senior,294,2,88,5,Aramex,67.88,SupplyHub,India,863,52,8784,Fail
Toys,SKU2607,22,Out of Stock,974,28528,Adult,121,26,67,3,UPS,86.42,MegaCorp,Egypt,8453,39,9657,Pass
Clothing,SKU2608,323,In Stock,878,48885,Teen,449,29,52,5,UPS,67.48,MegaCorp,Egypt,921,27,1813,Recheck
Sports,SKU2609,43,In Stock,191,21122,Teen,495,25,98,4,USPS,15.87,SupplyHub,India,539,13,9170,Fail
Home,SKU2610,443,In Stock,529,1511,Senior,334,22,54,10,UPS,21.18,MegaCorp,Egypt,505,33,5799,Fail
Electronics,SKU2611,440,In Stock,345,22972,Senior,285,17,26,3,FedEx,28.99,MegaCorp,Egypt,6149,34,9511,Fail
Clothing,SKU2612,464,In Stock,110,15329,Senior,266,22,45,11,UPS,20.69,SupplyHub,Germany,4120,24,140,Pass
Sports,SKU2613,38,In Stock,75,28896,Senior,299,12,33,9,UPS,94.05,FastTrack Ltd.,USA,4515,26,1506,Recheck
Clothing,SKU2614,49,In Stock,752,43184,Teen,66,27,87,10,USPS,64.61,FastTrack Ltd.,China,2292,31,3498,Pass
Electronics,SKU2615,117,In Stock,296,39423,Senior,0,14,9,6,Aramex,70.87,Global Supplies Inc.,India,3566,47,3195,Pass
Home,SKU2616,45,In Stock,960,29662,Teen,77,21,21,5,USPS,98.46,Prime Distributors,Egypt,1170,30,4338,Fail
Toys,SKU2617,21,In Stock,810,22268,Adult,206,28,64,3,Aramex,38.75,Prime Distributors,China,2490,48,3118,Fail
Home,SKU2618,346,In Stock,129,16908,Senior,140,23,17,13,UPS,11.28,FastTrack Ltd.,China,1722,58,6410,Recheck
Electronics,SKU2619,371,Limited,151,28897,Senior,222,8,37,11,DHL,44.27,Global Supplies Inc.,Egypt,8827,52,1489,Fail
Clothing,SKU2620,29,In Stock,440,7260,Adult,475,14,10,12,UPS,73.02,MegaCorp,Egypt,710,32,249,Pass
Home,SKU2621,356,In Stock,117,41604,Teen,62,28,26,4,Aramex,78.9,SupplyHub,USA,6037,42,5227,Recheck
Sports,SKU2622,112,Out of Stock,876,43580,Senior,427,29,6,6,USPS,53.0,FastTrack Ltd.,India,6970,50,3418,Recheck
Toys,SKU2623,318,In Stock,987,45975,Adult,273,10,7,10,USPS,35.04,SupplyHub,Egypt,2181,22,8245,Fail
Toys,SKU2624,137,In Stock,8,22072,Senior,60,1,84,12,USPS,74.01,MegaCorp,China,6120,18,1649,Pass
Sports,SKU2625,345,In Stock,68,39327,Teen,486,23,22,8,FedEx,75.77,Global Supplies Inc.,China,1176,23,6744,Fail
Sports,SKU2626,429,In Stock,916,4770,Adult,455,15,58,13,USPS,51.11,Global Supplies Inc.,India,7237,26,5523,Recheck
Clothing,SKU2627,491,In Stock,989,49067,Adult,212,23,68,13,UPS,40.21,MegaCorp,Egypt,6358,49,8898,Pass
Electronics,SKU2628,29,Limited,498,19459,Senior,428,6,50,6,DHL,37.72,FastTrack Ltd.,Egypt,6005,6,667,Pass
Toys,SKU2629,461,In Stock,992,3770,Senior,439,7,72,13,USPS,9.43,Prime Distributors,India,6270,3,3069,Pass
Home,SKU2630,484,In Stock,757,35795,Teen,11,28,42,7,Aramex,56.88,FastTrack Ltd.,Germany,4283,9,1576,Pass
Toys,SKU2631,229,Out of Stock,818,13231,Senior,398,4,17,11,UPS,8.54,FastTrack Ltd.,Egypt,4581,36,5321,Pass
Electronics,SKU2632,49,In Stock,517,46713,Teen,219,27,5,9,UPS,25.38,FastTrack Ltd.,Germany,4149,44,9613,Pass
Home,SKU2633,154,In Stock,207,16807,Adult,1,26,36,2,DHL,77.65,Prime Distributors,China,827,25,7367,Fail
Sports,SKU2634,406,In Stock,7,24085,Senior,95,28,77,10,DHL,33.39,SupplyHub,USA,7057,25,7654,Pass
Sports,SKU2635,19,In Stock,953,38046,Senior,248,24,22,7,DHL,32.39,Global Supplies Inc.,India,7168,59,6668,Pass
Toys,SKU2636,283,In Stock,330,26766,Teen,7,25,94,11,Aramex,53.18,Prime Distributors,Egypt,2018,47,4746,Pass
Toys,SKU2637,75,In Stock,33,19444,Senior,474,17,9,1,FedEx,49.88,Prime Distributors,India,3836,15,2362,Fail
Sports,SKU2638,497,Out of Stock,923,19573,Teen,373,9,85,6,FedEx,64.0,Global Supplies Inc.,USA,3093,6,956,Pass
Electronics,SKU2639,364,Out of Stock,195,38459,Senior,111,18,1,9,Aramex,88.89,Global Supplies Inc.,China,1167,36,2835,Recheck
Electronics,SKU2640,190,In Stock,230,20814,Teen,187,15,18,3,Aramex,58.07,MegaCorp,USA,728,58,4804,Fail
Electronics,SKU2641,109,In Stock,186,2911,Adult,315,26,76,8,Aramex,34.0,FastTrack Ltd.,USA,9236,36,1737,Fail
Toys,SKU2642,413,In Stock,662,20877,Senior,229,7,72,6,UPS,9.65,SupplyHub,USA,949,35,5416,Fail
Clothing,SKU2643,67,Out of Stock,620,8127,Senior,285,19,38,13,Aramex,98.32,MegaCorp,USA,9659,7,7652,Recheck
Home,SKU2644,373,In Stock,465,33390,Adult,244,13,81,2,Aramex,14.66,SupplyHub,Egypt,6155,30,9291,Fail
Sports,SKU2645,121,In Stock,922,14347,Adult,350,1,32,12,DHL,46.83,SupplyHub,India,6176,29,6344,Pass
Electronics,SKU2646,55,Limited,752,24723,Adult,186,1,3,7,USPS,46.5,Global Supplies Inc.,Germany,9311,18,7028,Recheck
Toys,SKU2647,287,In Stock,109,8745,Teen,80,9,91,7,DHL,31.32,FastTrack Ltd.,Egypt,432,51,7044,Pass
Home,SKU2648,221,Limited,711,3633,Senior,398,23,2,10,FedEx,43.22,FastTrack Ltd.,Egypt,4093,5,931,Pass
Clothing,SKU2649,31,In Stock,801,42517,Adult,150,10,71,4,USPS,67.43,FastTrack Ltd.,China,9294,6,7504,Recheck
Home,SKU2650,322,In Stock,126,43434,Senior,109,9,54,4,UPS,23.06,SupplyHub,Egypt,6544,10,8527,Fail
Home,SKU2651,13,Out of Stock,908,48267,Adult,81,10,81,6,DHL,36.5,SupplyHub,USA,7776,51,3385,Fail
Electronics,SKU2652,353,In Stock,374,29933,Senior,105,6,66,9,FedEx,72.06,FastTrack Ltd.,USA,3693,15,6765,Pass
Electronics,SKU2653,341,Out of Stock,220,34511,Adult,16,25,78,4,USPS,86.09,MegaCorp,China,9801,19,7293,Fail
Clothing,SKU2654,473,In Stock,60,7674,Senior,279,4,67,4,FedEx,6.3,Prime Distributors,Egypt,8361,26,9205,Fail
Clothing,SKU2655,487,In Stock,486,39306,Senior,135,6,74,4,Aramex,55.81,SupplyHub,India,3969,51,2921,Recheck
Home,SKU2656,113,In Stock,754,18241,Senior,463,21,41,8,UPS,76.59,Prime Distributors,India,9811,59,3150,Pass
Sports,SKU2657,168,Out of Stock,68,49306,Adult,351,17,73,10,DHL,47.31,MegaCorp,India,2692,12,1580,Fail
Sports,SKU2658,379,In Stock,733,25006,Teen,113,11,1,5,UPS,96.65,FastTrack Ltd.,Egypt,1600,48,7700,Pass
Sports,SKU2659,200,In Stock,689,38064,Senior,247,11,22,7,USPS,11.16,Prime Distributors,China,4440,5,4955,Recheck
Home,SKU2660,488,In Stock,605,2940,Adult,160,19,94,5,Aramex,14.7,FastTrack Ltd.,India,4655,2,8788,Recheck
Sports,SKU2661,476,In Stock,230,39061,Adult,281,19,15,11,USPS,33.09,FastTrack Ltd.,India,8246,46,2935,Pass
Home,SKU2662,294,Out of Stock,315,12255,Senior,157,15,69,2,Aramex,7.05,FastTrack Ltd.,Egypt,9312,24,426,Fail
Clothing,SKU2663,343,Out of Stock,38,35079,Senior,433,23,70,4,UPS,91.42,Global Supplies Inc.,Egypt,6836,51,4345,Recheck
Toys,SKU2664,466,In Stock,11,36662,Adult,233,26,47,5,Aramex,72.33,Prime Distributors,India,1122,38,9011,Pass
Electronics,SKU2665,469,In Stock,225,27435,Senior,102,19,53,3,USPS,31.0,MegaCorp,China,5147,6,9018,Pass
Electronics,SKU2666,182,In Stock,937,11286,Adult,22,24,10,1,FedEx,50.36,Prime Distributors,Egypt,7040,39,6433,Recheck
Clothing,SKU2667,434,In Stock,877,49513,Adult,465,14,57,4,FedEx,13.22,Global Supplies Inc.,Germany,2867,12,1389,Recheck
Clothing,SKU2668,499,Out of Stock,980,6052,Senior,54,26,93,6,Aramex,20.93,MegaCorp,India,6900,43,823,Fail
Electronics,SKU2669,319,Limited,285,46988,Teen,371,1,40,12,UPS,51.46,FastTrack Ltd.,USA,3844,46,6964,Pass
Toys,SKU2670,65,Out of Stock,68,18078,Teen,453,8,61,11,Aramex,50.39,Prime Distributors,China,8660,30,8329,Pass
Toys,SKU2671,69,Out of Stock,985,47129,Senior,99,24,10,8,Aramex,81.9,SupplyHub,USA,3101,21,1838,Fail
Electronics,SKU2672,64,In Stock,694,6170,Adult,103,20,24,7,USPS,79.37,Global Supplies Inc.,Germany,2061,28,6485,Pass
Toys,SKU2673,225,Out of Stock,962,2779,Teen,379,22,30,5,FedEx,75.8,SupplyHub,India,5020,16,9088,Recheck
Clothing,SKU2674,256,In Stock,304,20603,Senior,481,17,88,9,Aramex,46.33,MegaCorp,India,7515,19,9583,Pass
Toys,SKU2675,444,Out of Stock,359,46644,Teen,5,23,65,6,USPS,20.55,MegaCorp,India,6019,11,8735,Fail
Home,SKU2676,95,Limited,538,13883,Teen,95,19,96,4,DHL,82.3,SupplyHub,Egypt,4743,5,9332,Pass
Clothing,SKU2677,33,In Stock,821,3239,Senior,439,12,71,6,USPS,62.48,FastTrack Ltd.,India,3413,23,6804,Fail
Sports,SKU2678,332,In Stock,55,23014,Senior,92,6,35,13,DHL,62.31,Prime Distributors,Germany,3944,7,4728,Fail
Toys,SKU2679,297,In Stock,876,20909,Teen,395,7,75,3,UPS,17.36,MegaCorp,USA,8235,52,6851,Pass
Sports,SKU2680,227,In Stock,191,33295,Teen,353,21,80,9,Aramex,63.55,FastTrack Ltd.,Egypt,5857,19,2278,Pass
Sports,SKU2681,138,In Stock,470,29317,Adult,342,23,55,2,FedEx,53.72,Prime Distributors,China,2088,27,8069,Fail
